restaurant_name,invoice_no,date,payment_type,order_type,status,area,assign_to,UniqueID,customer_name,persons,order_cancel_reason,my_amount,total_tax,discount,delivery_charge,container_charge,service_charge,waived_off,round_off,total,item_name,item_price,item_quantity,item_total
HOTELNAME,768,07-01-2019 12:28,Other [U P I],Dine In,Success,,,1,,,,700,0,31,0,0,0,0,0,669,Slice Aloo Pyaz Paratha,125,1,125
HOTELNAME,768,07-01-2019 12:28,Other [U P I],Dine In,Success,,,1,,,,700,0,31,0,0,0,0,0,669,Bedai Aloo Ki Sabzi,55,3,165
HOTELNAME,768,07-01-2019 12:28,Other [U P I],Dine In,Success,,,1,,,,700,0,31,0,0,0,0,0,669,HOTELNAME Special Shikanji,45,5,225
HOTELNAME,768,07-01-2019 12:28,Other [U P I],Dine In,Success,,,1,,,,700,0,31,0,0,0,0,0,669,Slice Paneer Paratha M,185,1,185
HOTELNAME,769,07-02-2019 13:14,Cash,Dine In,Success,,,2,,,,112,0,10,0,0,0,0,0,102,Veg Rice,100,1,100
HOTELNAME,769,07-02-2019 13:14,Cash,Dine In,Success,,,2,,,,112,0,10,0,0,0,0,0,102,Curd T,12,1,12
HOTELNAME,770,07-02-2019 13:23,CARD,Dine In,Success,,,3,,,,525,0,52.5,0,0,0,0,0.5,473,Pav Bhaji,95,1,95
HOTELNAME,770,07-02-2019 13:23,CARD,Dine In,Success,,,3,,,,525,0,52.5,0,0,0,0,0.5,473,Slice Aloo Paratha M,165,1,165
HOTELNAME,770,07-02-2019 13:23,CARD,Dine In,Success,,,3,,,,525,0,52.5,0,0,0,0,0.5,473,Veg Rice,100,1,100
HOTELNAME,770,07-02-2019 13:23,CARD,Dine In,Success,,,3,,,,525,0,52.5,0,0,0,0,0.5,473,Slice Mooli Paratha M,165,1,165
HOTELNAME,771,07-02-2019 13:27,CARD,Dine In,Success,,,4,,,,447,0,35,0,0,0,0,0,412,Slice Aloo Pyaz Paratha,125,2,250
HOTELNAME,771,07-02-2019 13:27,CARD,Dine In,Success,,,4,,,,447,0,35,0,0,0,0,0,412,Veg Rice,100,1,100
HOTELNAME,771,07-02-2019 13:27,CARD,Dine In,Success,,,4,,,,447,0,35,0,0,0,0,0,412,Chaas,40,1,40
HOTELNAME,771,07-02-2019 13:27,CARD,Dine In,Success,,,4,,,,447,0,35,0,0,0,0,0,412,HOTELNAME Special Shikanji,45,1,45
HOTELNAME,771,07-02-2019 13:27,CARD,Dine In,Success,,,4,,,,447,0,35,0,0,0,0,0,412,Curd T,12,1,12
HOTELNAME,772,07-02-2019 13:49,Other [U P I],Dine In,Success,,,5,,,,565,0,47.5,0,0,0,0,0.5,518,Shahi Thali,180,2,360
HOTELNAME,772,07-02-2019 13:49,Other [U P I],Dine In,Success,,,5,,,,565,0,47.5,0,0,0,0,0.5,518,Rice Meal,115,1,115
HOTELNAME,772,07-02-2019 13:49,Other [U P I],Dine In,Success,,,5,,,,565,0,47.5,0,0,0,0,0.5,518,Chaas,40,1,40
HOTELNAME,772,07-02-2019 13:49,Other [U P I],Dine In,Success,,,5,,,,565,0,47.5,0,0,0,0,0.5,518,Mathura Lassi,50,1,50
HOTELNAME,773,07-02-2019 14:03,Other [U P I],Dine In,Success,,,6,,,,112,0,10,0,0,0,0,0,102,Veg Rice,100,1,100
HOTELNAME,773,07-02-2019 14:03,Other [U P I],Dine In,Success,,,6,,,,112,0,10,0,0,0,0,0,102,Curd T,12,1,12
HOTELNAME,774,07-02-2019 14:21,Other [U P I],Dine In,Success,,,2,,,,140,0,10,0,0,0,0,0,130,Veg Rice,100,1,100
HOTELNAME,774,07-02-2019 14:21,Other [U P I],Dine In,Success,,,2,,,,140,0,10,0,0,0,0,0,130,Chaas,40,1,40
HOTELNAME,775,07-02-2019 14:37,Other [U P I],Dine In,Success,,,2,,,,280,0,0,0,0,0,0,0,280,Petha Sokha,140,2,280
HOTELNAME,776,07-02-2019 14:55,Cash,Delivery(Parcel),Success,,,7,,,,140,0,10,0,0,0,0,0,130,Veg Rice,100,1,100
HOTELNAME,776,07-02-2019 14:55,Cash,Delivery(Parcel),Success,,,7,,,,140,0,10,0,0,0,0,0,130,Aloo Tikki,40,1,40
HOTELNAME,777,07-02-2019 17:08,Cash,Delivery(Parcel),Success,,,7,,,,100,0,10,0,0,0,0,0,90,Veg Rice,100,1,100
HOTELNAME,778,07-02-2019 17:14,Other [U P I],Dine In,Success,,,2,,,,140,0,0,0,0,0,0,0,140,Dahi Gujiya,40,1,40
HOTELNAME,778,07-02-2019 17:14,Other [U P I],Dine In,Success,,,2,,,,140,0,0,0,0,0,0,0,140,Kaju Katli,20,2,40
HOTELNAME,778,07-02-2019 17:14,Other [U P I],Dine In,Success,,,2,,,,140,0,0,0,0,0,0,0,140,Aloo Tikki,40,1,40
HOTELNAME,778,07-02-2019 17:14,Other [U P I],Dine In,Success,,,2,,,,140,0,0,0,0,0,0,0,140,Chinese Bhel,20,1,20
HOTELNAME,779,07-02-2019 17:26,Other [U P I],Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,780,07-02-2019 17:42,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,781,07-02-2019 17:49,Cash,Dine In,Success,,,2,,,,20,0,0,0,0,0,0,0,20,Chinese Bhel,20,1,20
HOTELNAME,782,07-02-2019 17:51,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,783,07-02-2019 18:13,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,784,07-02-2019 18:21,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,785,07-02-2019 18:28,Other [U P I],Dine In,Success,,,2,,,,60,0,0,0,0,0,0,0,60,Vadav Pav,30,2,60
HOTELNAME,786,07-02-2019 18:37,Cash,Pick Up,Success,,,8,,,,330,0,12.5,0,15,0,0,0.5,333,Vadav Pav,30,2,60
HOTELNAME,786,07-02-2019 18:37,Cash,Pick Up,Success,,,8,,,,330,0,12.5,0,15,0,0,0.5,333,Chinese Bhel,20,5,100
HOTELNAME,786,07-02-2019 18:37,Cash,Pick Up,Success,,,8,,,,330,0,12.5,0,15,0,0,0.5,333,Slice Aloo Paratha,125,1,125
HOTELNAME,786,07-02-2019 18:37,Cash,Pick Up,Success,,,8,,,,330,0,12.5,0,15,0,0,0.5,333,Kadhi Chinese Bhel,45,1,45
HOTELNAME,787,07-02-2019 18:40,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,788,07-02-2019 18:54,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,789,07-02-2019 19:10,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,790,07-02-2019 19:17,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,791,07-02-2019 19:33,Other [U P I],Dine In,Success,,,2,,,,60,0,0,0,0,0,0,0,60,Vadav Pav,30,2,60
HOTELNAME,792,07-02-2019 19:42,Cash,Dine In,Success,,,2,,,,90,0,0,0,0,0,0,0,90,Vadav Pav,30,3,90
HOTELNAME,793,07-02-2019 20:17,Cash,Dine In,Success,,,2,,,,80,0,0,0,0,0,0,0,80,Vadav Pav,30,2,60
HOTELNAME,793,07-02-2019 20:17,Cash,Dine In,Success,,,2,,,,80,0,0,0,0,0,0,0,80,Kaju Katli,20,1,20
HOTELNAME,794,07-02-2019 20:26,Cash,Dine In,Success,,,2,,,,150,0,0,0,0,0,0,0,150,Vadav Pav,30,5,150
HOTELNAME,795,07-02-2019 20:33,Cash,Delivery(Parcel),Success,,,7,,,,140,0,0,0,0,0,0,0,140,Aloo Tikki,40,1,40
HOTELNAME,795,07-02-2019 20:33,Cash,Delivery(Parcel),Success,,,7,,,,140,0,0,0,0,0,0,0,140,Dahi Aloo Tikki,55,1,55
HOTELNAME,795,07-02-2019 20:33,Cash,Delivery(Parcel),Success,,,7,,,,140,0,0,0,0,0,0,0,140,Kadhi Chinese Bhel,45,1,45
HOTELNAME,796,07-02-2019 20:43,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,797,07-02-2019 20:44,Cash,Dine In,Success,,,2,,,,20,0,0,0,0,0,0,0,20,Kaju Katli,20,1,20
HOTELNAME,798,07-02-2019 21:02,Cash,Pick Up,Success,,,9,,,,100,0,10,0,10,0,0,0,100,Veg Rice,100,1,100
HOTELNAME,799,07-02-2019 21:10,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,800,07-02-2019 21:24,Other [U P I],Dine In,Success,,,10,,,,100,0,10,0,0,0,0,0,90,Veg Rice,100,1,100
HOTELNAME,801,07-03-2019 13:10,Other [U P I],Dine In,Success,,,11,,,,100,0,10,0,0,0,0,0,90,Veg Rice,100,1,100
HOTELNAME,802,07-03-2019 13:24,Cash,Dine In,Success,,,2,,,,112,0,10,0,0,0,0,0,102,Veg Rice,100,1,100
HOTELNAME,802,07-03-2019 13:24,Cash,Dine In,Success,,,2,,,,112,0,10,0,0,0,0,0,102,Curd T,12,1,12
HOTELNAME,803,07-03-2019 13:40,Other [U P I],Dine In,Success,,,12,,,,275,0,19,0,0,0,0,0,256,Pav Bhaji,95,2,190
HOTELNAME,803,07-03-2019 13:40,Other [U P I],Dine In,Success,,,12,,,,275,0,19,0,0,0,0,0,256,Chaas,40,1,40
HOTELNAME,803,07-03-2019 13:40,Other [U P I],Dine In,Success,,,12,,,,275,0,19,0,0,0,0,0,256,HOTELNAME Special Shikanji,45,1,45
HOTELNAME,804,07-03-2019 13:48,Cash,Dine In,Success,,,2,,,,140,0,0,0,0,0,0,0,140,Petha Sokha,140,1,140
HOTELNAME,805,07-03-2019 14:21,Cash,Delivery(Parcel),Success,,,7,,,,145,0,10,0,0,0,0,0,135,Veg Rice,100,1,100
HOTELNAME,805,07-03-2019 14:21,Cash,Delivery(Parcel),Success,,,7,,,,145,0,10,0,0,0,0,0,135,Khirmohan,45,1,45
HOTELNAME,806,07-03-2019 15:12,CARD,Dine In,Success,,,13,,,,512,0,35,0,0,0,0,0,477,Slice Aloo Pyaz Paratha,125,1,125
HOTELNAME,806,07-03-2019 15:12,CARD,Dine In,Success,,,13,,,,512,0,35,0,0,0,0,0,477,Slice Mooli Paratha,125,1,125
HOTELNAME,806,07-03-2019 15:12,CARD,Dine In,Success,,,13,,,,512,0,35,0,0,0,0,0,477,Veg Rice,100,1,100
HOTELNAME,806,07-03-2019 15:12,CARD,Dine In,Success,,,13,,,,512,0,35,0,0,0,0,0,477,Mathura Lassi,50,3,150
HOTELNAME,806,07-03-2019 15:12,CARD,Dine In,Success,,,13,,,,512,0,35,0,0,0,0,0,477,Curd T,12,1,12
HOTELNAME,807,07-03-2019 16:16,CARD,Dine In,Success,,,14,,,,460,0,20,0,0,0,0,0,440,Veg Rice,100,2,200
HOTELNAME,807,07-03-2019 16:16,CARD,Dine In,Success,,,14,,,,460,0,20,0,0,0,0,0,440,Khirmohan,45,1,45
HOTELNAME,807,07-03-2019 16:16,CARD,Dine In,Success,,,14,,,,460,0,20,0,0,0,0,0,440,Kaju Katli,20,2,40
HOTELNAME,807,07-03-2019 16:16,CARD,Dine In,Success,,,14,,,,460,0,20,0,0,0,0,0,440,Roti,10,4,40
HOTELNAME,807,07-03-2019 16:16,CARD,Dine In,Success,,,14,,,,460,0,20,0,0,0,0,0,440,HOTELNAME Special Shikanji,45,3,135
HOTELNAME,808,07-03-2019 18:34,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,809,07-03-2019 18:35,Other [U P I],Dine In,Success,,,15,,,,190,0,14.5,0,0,0,0,0.5,176,Kadhi Chinese Bhel,45,1,45
HOTELNAME,809,07-03-2019 18:35,Other [U P I],Dine In,Success,,,15,,,,190,0,14.5,0,0,0,0,0.5,176,Slice Paneer Paratha,145,1,145
HOTELNAME,810,07-03-2019 18:36,Other [U P I],Dine In,Success,,,2,,,,60,0,0,0,0,0,0,0,60,Vadav Pav,30,2,60
HOTELNAME,811,07-03-2019 18:46,Other [U P I],Dine In,Success,,,16,,,,145,0,0,0,0,0,0,0,145,Roti,10,10,100
HOTELNAME,811,07-03-2019 18:46,Other [U P I],Dine In,Success,,,16,,,,145,0,0,0,0,0,0,0,145,Khirmohan,45,1,45
HOTELNAME,812,07-03-2019 18:53,Cash,Dine In,Success,,,2,,,,80,0,0,0,0,0,0,0,80,Aloo Tikki,40,2,80
HOTELNAME,813,07-03-2019 19:09,Cash,Dine In,Success,,,2,,,,60,0,0,0,0,0,0,0,60,Vadav Pav,30,2,60
HOTELNAME,814,07-03-2019 19:11,Other [U P I],Dine In,Success,,,2,,,,35,0,0,0,0,0,0,0,35,Tea,15,1,15
HOTELNAME,814,07-03-2019 19:11,Other [U P I],Dine In,Success,,,2,,,,35,0,0,0,0,0,0,0,35,Chinese Bhel,20,1,20
HOTELNAME,815,07-03-2019 20:00,Other [U P I],Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,816,07-03-2019 20:01,Other [U P I],Dine In,Success,,,17,,,,100,0,10,0,0,0,0,0,90,Veg Rice,100,1,100
HOTELNAME,817,07-03-2019 20:02,Cash,Dine In,Success,,,2,,,,60,0,0,0,0,0,0,0,60,Vadav Pav,30,2,60
HOTELNAME,818,07-03-2019 20:17,Other [U P I],Dine In,Success,,,18,,,,180,0,18,0,0,0,0,0,162,Shahi Thali,180,1,180
HOTELNAME,819,07-03-2019 20:41,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,820,07-03-2019 21:17,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,821,07-03-2019 21:27,Other [U P I],Dine In,Success,,,19,,,,40,0,0,0,0,0,0,0,40,Dahi Gujiya,40,1,40
HOTELNAME,822,07-03-2019 21:32,CARD,Dine In,Success,,,20,,,,230,0,18,0,0,0,0,0,212,Shahi Thali,180,1,180
HOTELNAME,822,07-03-2019 21:32,CARD,Dine In,Success,,,20,,,,230,0,18,0,0,0,0,0,212,Mathura Lassi,50,1,50
HOTELNAME,823,07-03-2019 21:38,Cash,Dine In,Success,,,2,,,,60,0,0,0,0,0,0,0,60,Vadav Pav,30,2,60
HOTELNAME,824,07-03-2019 21:46,Cash,Dine In,Success,,,2,,,,45,0,0,0,0,0,0,0,45,HOTELNAME Special Shikanji,45,1,45
HOTELNAME,825,07-03-2019 21:47,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,826,07-03-2019 21:50,Cash,Dine In,Success,,,21,,,,130,0,10,0,0,0,0,0,120,Veg Rice,100,1,100
HOTELNAME,826,07-03-2019 21:50,Cash,Dine In,Success,,,21,,,,130,0,10,0,0,0,0,0,120,Vadav Pav,30,1,30
HOTELNAME,827,07-04-2019 12:05,Other [U P I],Dine In,Success,,,2,,,,100,0,10,0,10,0,0,0,100,Veg Rice,100,1,100
HOTELNAME,828,07-04-2019 12:06,Cash,Delivery(Parcel),Success,,,22,,,,110,0,0,0,0,0,0,0,110,Veg Rice [O],110,1,110
HOTELNAME,829,07-04-2019 12:26,Cash,Dine In,Success,,,2,,,,1120,0,0,0,0,0,0,0,1120,Petha Sokha,140,8,1120
HOTELNAME,830,07-04-2019 12:43,Other [U P I],Dine In,Success,,,11,,,,100,0,10,0,0,0,0,0,90,Veg Rice,100,1,100
HOTELNAME,831,07-04-2019 13:11,Cash,Dine In,Success,,,2,,,,112,0,10,0,0,0,0,0,102,Veg Rice,100,1,100
HOTELNAME,831,07-04-2019 13:11,Cash,Dine In,Success,,,2,,,,112,0,10,0,0,0,0,0,102,Curd T,12,1,12
HOTELNAME,832,07-04-2019 13:23,Cash,Dine In,Success,,,23,,,,510,0,38,0,0,0,0,0,472,Veg Rice,100,2,200
HOTELNAME,832,07-04-2019 13:23,Cash,Dine In,Success,,,23,,,,510,0,38,0,0,0,0,0,472,Shahi Thali,180,1,180
HOTELNAME,832,07-04-2019 13:23,Cash,Dine In,Success,,,23,,,,510,0,38,0,0,0,0,0,472,Aloo Tikki,40,1,40
HOTELNAME,832,07-04-2019 13:23,Cash,Dine In,Success,,,23,,,,510,0,38,0,0,0,0,0,472,HOTELNAME Special Shikanji,45,2,90
HOTELNAME,833,07-04-2019 14:14,Other [U P I],Dine In,Success,,,24,,,,240,0,20,0,0,0,0,0,220,Veg Rice,100,2,200
HOTELNAME,833,07-04-2019 14:14,Other [U P I],Dine In,Success,,,24,,,,240,0,20,0,0,0,0,0,220,Kaju Katli,20,2,40
HOTELNAME,834,07-04-2019 14:18,CARD,Dine In,Success,,,25,,,,435,0,30,0,0,0,0,0,405,Veg Rice,100,3,300
HOTELNAME,834,07-04-2019 14:18,CARD,Dine In,Success,,,25,,,,435,0,30,0,0,0,0,0,405,HOTELNAME Special Shikanji,45,3,135
HOTELNAME,835,07-04-2019 14:30,Cash,Dine In,Success,,,2,,,,140,0,10,0,0,0,0,0,130,Veg Rice,100,1,100
HOTELNAME,835,07-04-2019 14:30,Cash,Dine In,Success,,,2,,,,140,0,10,0,0,0,0,0,130,Chaas,40,1,40
HOTELNAME,836,07-04-2019 17:23,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,837,07-04-2019 17:35,CARD,Dine In,Success,,,2,,,,70,0,0,0,0,0,0,0,70,Vadav Pav,30,1,30
HOTELNAME,837,07-04-2019 17:35,CARD,Dine In,Success,,,2,,,,70,0,0,0,0,0,0,0,70,Dahi Gujiya,40,1,40
HOTELNAME,838,07-04-2019 18:14,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,839,07-04-2019 18:41,CARD,Dine In,Success,,,26,,,,260,0,26,0,0,0,0,0,234,Pav Bhaji,95,1,95
HOTELNAME,839,07-04-2019 18:41,CARD,Dine In,Success,,,26,,,,260,0,26,0,0,0,0,0,234,Slice Aloo Paratha M,165,1,165
HOTELNAME,840,07-04-2019 18:44,Other [U P I],Dine In,Success,,,2,,,,20,0,0,0,0,0,0,0,20,Chinese Bhel,20,1,20
HOTELNAME,841,07-04-2019 18:45,Cash,Dine In,Success,,,2,,,,60,0,0,0,0,0,0,0,60,Vadav Pav,30,2,60
HOTELNAME,842,07-04-2019 18:51,Other [U P I],Dine In,Success,,,27,,,,85,0,0,0,0,0,0,0,85,Bedai Aloo Ki Sabzi,55,1,55
HOTELNAME,842,07-04-2019 18:51,Other [U P I],Dine In,Success,,,27,,,,85,0,0,0,0,0,0,0,85,Tea,15,2,30
HOTELNAME,843,07-04-2019 18:56,Other [U P I],Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,844,07-04-2019 19:02,Other [U P I],Dine In,Success,,,18,,,,247,0,9.5,0,0,0,0,0.5,238,Pav Bhaji,95,1,95
HOTELNAME,844,07-04-2019 19:02,Other [U P I],Dine In,Success,,,18,,,,247,0,9.5,0,0,0,0,0.5,238,Curd T,12,1,12
HOTELNAME,844,07-04-2019 19:02,Other [U P I],Dine In,Success,,,18,,,,247,0,9.5,0,0,0,0,0.5,238,Petha Sokha,140,1,140
HOTELNAME,845,07-04-2019 19:12,Cash,Dine In,Success,,,28,,,,300,0,30,0,0,0,0,0,270,Veg Rice,100,3,300
HOTELNAME,846,07-04-2019 19:14,Cash,Delivery(Parcel),Success,,,29,,,,120,0,0,0,0,0,0,0,120,Pav Bhaji [O],120,1,120
HOTELNAME,847,07-04-2019 19:25,Other [U P I],Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,848,07-04-2019 19:27,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,849,07-04-2019 19:36,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,850,07-04-2019 19:40,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,851,07-04-2019 19:43,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,852,07-04-2019 20:30,Other [U P I],Dine In,Success,,,2,,,,60,0,0,0,0,0,0,0,60,Vadav Pav,30,2,60
HOTELNAME,853,07-04-2019 20:32,Other [U P I],Dine In,Success,,,30,,,,119,0,9.5,0,0,0,0,0.5,110,Pav Bhaji,95,1,95
HOTELNAME,853,07-04-2019 20:32,Other [U P I],Dine In,Success,,,30,,,,119,0,9.5,0,0,0,0,0.5,110,Poori,12,2,24
HOTELNAME,854,07-04-2019 20:35,Other [U P I],Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,855,07-04-2019 20:46,Cash,Dine In,Success,,,31,,,,337,0,28.5,0,0,0,0,0.5,309,Veg Rice,100,1,100
HOTELNAME,855,07-04-2019 20:46,Cash,Dine In,Success,,,31,,,,337,0,28.5,0,0,0,0,0.5,309,Slice Paneer Paratha M,185,1,185
HOTELNAME,855,07-04-2019 20:46,Cash,Dine In,Success,,,31,,,,337,0,28.5,0,0,0,0,0.5,309,Dahi Gujiya,40,1,40
HOTELNAME,855,07-04-2019 20:46,Cash,Dine In,Success,,,31,,,,337,0,28.5,0,0,0,0,0.5,309,Curd T,12,1,12
HOTELNAME,856,07-04-2019 20:56,Cash,Dine In,Success,,,32,,,,200,0,20,0,0,0,0,0,180,Veg Rice,100,2,200
HOTELNAME,857,07-04-2019 21:06,Cash,Dine In,Success,,,33,,,,280,0,26,0,0,0,0,0,254,Slice Gobi Paratha M,165,1,165
HOTELNAME,857,07-04-2019 21:06,Cash,Dine In,Success,,,33,,,,280,0,26,0,0,0,0,0,254,Pav Bhaji,95,1,95
HOTELNAME,857,07-04-2019 21:06,Cash,Dine In,Success,,,33,,,,280,0,26,0,0,0,0,0,254,Kaju Katli,20,1,20
HOTELNAME,858,07-04-2019 21:13,Cash,Dine In,Success,,,2,,,,345,0,26,0,0,0,0,0,319,Slice Mooli Paratha M,165,1,165
HOTELNAME,858,07-04-2019 21:13,Cash,Dine In,Success,,,2,,,,345,0,26,0,0,0,0,0,319,Pav Bhaji,95,1,95
HOTELNAME,858,07-04-2019 21:13,Cash,Dine In,Success,,,2,,,,345,0,26,0,0,0,0,0,319,HOTELNAME Special Shikanji,45,1,45
HOTELNAME,858,07-04-2019 21:13,Cash,Dine In,Success,,,2,,,,345,0,26,0,0,0,0,0,319,Dahi Gujiya,40,1,40
HOTELNAME,859,07-04-2019 21:20,Cash,Dine In,Success,,,34,,,,190,0,19,0,0,0,0,0,171,Pav Bhaji,95,2,190
HOTELNAME,860,07-04-2019 21:27,Cash,Dine In,Success,,,35,,,,115,0,11.5,0,0,0,0,0.5,104,Rice Meal,115,1,115
HOTELNAME,861,07-04-2019 21:33,Cash,Dine In,Success,,,2,,,,80,0,0,0,0,0,0,0,80,Roti,10,4,40
HOTELNAME,861,07-04-2019 21:33,Cash,Dine In,Success,,,2,,,,80,0,0,0,0,0,0,0,80,Extra Curry,40,1,40
HOTELNAME,862,07-04-2019 21:37,Other [U P I],Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,863,07-04-2019 21:56,Cash,Dine In,Success,,,21,,,,130,0,10,0,0,0,0,0,120,Veg Rice,100,1,100
HOTELNAME,863,07-04-2019 21:56,Cash,Dine In,Success,,,21,,,,130,0,10,0,0,0,0,0,120,Vadav Pav,30,1,30
HOTELNAME,864,07-04-2019 21:58,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,865,07-04-2019 22:16,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,866,07-04-2019 22:17,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,867,07-05-2019 12:42,Other [U P I],Dine In,Success,,,11,,,,200,0,20,0,0,0,0,0,180,Veg Rice,100,2,200
HOTELNAME,868,07-05-2019 13:14,Other [U P I],Dine In,Success,,,30,,,,112,0,10,0,0,0,0,0,102,Veg Rice,100,1,100
HOTELNAME,868,07-05-2019 13:14,Other [U P I],Dine In,Success,,,30,,,,112,0,10,0,0,0,0,0,102,Curd T,12,1,12
HOTELNAME,869,07-05-2019 13:16,Other [U P I],Dine In,Success,,,36,,,,140,0,10,0,0,0,0,0,130,Veg Rice,100,1,100
HOTELNAME,869,07-05-2019 13:16,Other [U P I],Dine In,Success,,,36,,,,140,0,10,0,0,0,0,0,130,Chaas,40,1,40
HOTELNAME,870,07-05-2019 14:16,Other [U P I],Dine In,Success,,,37,,,,120,0,10,0,0,0,0,0,110,Veg Rice,100,1,100
HOTELNAME,870,07-05-2019 14:16,Other [U P I],Dine In,Success,,,37,,,,120,0,10,0,0,0,0,0,110,Kaju Katli,20,1,20
HOTELNAME,871,07-05-2019 18:17,Other [U P I],Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,872,07-05-2019 18:19,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,873,07-05-2019 18:25,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,874,07-05-2019 19:09,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,875,07-05-2019 19:14,Cash,Dine In,Success,,,38,,,,100,0,0,0,0,0,0,0,100,Vadav Pav,30,2,60
HOTELNAME,875,07-05-2019 19:14,Cash,Dine In,Success,,,38,,,,100,0,0,0,0,0,0,0,100,Aloo Tikki,40,1,40
HOTELNAME,876,07-05-2019 19:25,Cash,Dine In,Success,,,2,,,,70,0,0,0,0,0,0,0,70,Vadav Pav,30,1,30
HOTELNAME,876,07-05-2019 19:25,Cash,Dine In,Success,,,2,,,,70,0,0,0,0,0,0,0,70,Aloo Tikki,40,1,40
HOTELNAME,877,07-05-2019 20:01,Other [paytm],Dine In,Success,,,39,,,,130,0,10,0,0,0,0,0,120,Vadav Pav,30,1,30
HOTELNAME,877,07-05-2019 20:01,Other [paytm],Dine In,Success,,,39,,,,130,0,10,0,0,0,0,0,120,Veg Rice,100,1,100
HOTELNAME,878,07-05-2019 20:05,Cash,Dine In,Success,,,2,,,,30,0,0,0,0,0,0,0,30,Vadav Pav,30,1,30
HOTELNAME,879,07-05-2019 20:20,Other [U P I],Dine In,Success,,,2,,,,119,0,9.5,0,0,0,0,0.5,110,Pav Bhaji,95,1,95
HOTELNAME,879,07-05-2019 20:20,Other [U P I],Dine In,Success,,,2,,,,119,0,9.5,0,0,0,0,0.5,110,Poori,12,2,24
HOTELNAME,880,07-05-2019 20:25,CARD,Dine In,Success,,,2,,,,180,0,0,0,0,0,0,0,180,Roti,10,10,100
